SPAN	CHARACTER	START OFFSET	END OFFSET	CHAPTER #	PASSAGE #
friend	Charlotte Lucas	221077	221083	22	15
herself	Charlotte Lucas	221095	221102	22	15
friend	Charlotte Lucas	221196	221202	22	15
she	Charlotte Lucas	221236	221239	22	15
Elizabeth	Elizabeth	221253	221262	23	0
mother	Mrs. Bennet	221284	221290	23	0
sisters	Jane	221295	221302	23	0
sisters	Lydia	221295	221302	23	0
sisters	Mary	221295	221302	23	0
sisters	Kitty	221295	221302	23	0
she	Elizabeth	221323	221326	23	0
she	Elizabeth	221359	221362	23	0
Sir William Lucas	Sir William Lucas	221398	221415	23	0
himself	Sir William Lucas	221416	221423	23	0
daughter	Charlotte Lucas	221446	221454	23	0
family	Mrs. Bennet	221490	221496	23	0
family	Jane	221490	221496	23	0
family	Lydia	221490	221496	23	0
family	Mary	221490	221496	23	0
family	Kitty	221490	221496	23	0
family	Elizabeth	221490	221496	23	0
family	Mr. Bennet	221490	221496	23	0
them	Mrs. Bennet	221523	221527	23	0
them	Jane	221523	221527	23	0
them	Lydia	221523	221527	23	0
them	Mary	221523	221527	23	0
them	Kitty	221523	221527	23	0
them	Elizabeth	221523	221527	23	0
them	Mr. Bennet	221523	221527	23	0
he	Sir William Lucas	221607	221609	23	0
Mrs. Bennet	Mrs. Bennet	221689	221700	23	0
he	Sir William Lucas	221752	221754	23	0
Lydia	Lydia	221786	221791	23	0
Sir William	Sir William Lucas	221866	221877	23	0
you	Sir William Lucas	221887	221890	23	0
you	Sir William Lucas	221917	221920	23	0
Mr. Collins	Mr. Collins	221931	221942	23	0
Lizzy	Elizabeth	221958	221963	23	0
courtier	NON-CHARACTER	222007	222015	23	0
Sir William	Sir William Lucas	222067	222078	23	0
him	Sir William Lucas	222103	222106	23	0
he	Sir William Lucas	222134	222136	23	0
he	Sir William Lucas	222201	222203	23	0
Elizabeth	Elizabeth	222275	222284	23	0
her	Elizabeth	222310	222313	23	0
him	Sir William Lucas	222325	222328	23	0
herself	Elizabeth	222369	222376	23	0
Charlotte	Charlotte Lucas	222454	222463	23	0
herself	Charlotte Lucas	222464	222471	23	0
mother	Mrs. Bennet	222530	222536	23	0
sisters	Lydia	222541	222548	23	0
Sir William	Sir William Lucas	222594	222605	23	0
she	Elizabeth	222616	222619	23	0
Jane	Jane	222642	222646	23	0
Mr. Collins	Mr. Collins	222766	222777	23	0
audience	Mrs. Bennet	221637	221645	23	0
audience	Mary	221637	221645	23	0
audience	Kitty	221637	221645	23	0
audience	Jane	221637	221645	23	0
audience	Lydia	221637	221645	23	0
sisters	Mary	222541	222548	23	0
sisters	Kitty	222541	222548	23	0
Mrs. Bennet	Mrs. Bennet	222833	222844	23	4
Sir William	Sir William Lucas	222904	222915	23	4
he	Sir William Lucas	222944	222946	23	4
them	Mrs. Bennet	222952	222956	23	4
them	Jane	222952	222956	23	4
them	Elizabeth	222952	222956	23	4
them	Lydia	222952	222956	23	4
them	Mary	222952	222956	23	4
them	Kitty	222952	222956	23	4
she	Mrs. Bennet	223015	223018	23	4
she	Mrs. Bennet	223080	223083	23	4
Mr. Collins	Mr. Collins	223103	223114	23	4
she	Mrs. Bennet	223143	223146	23	4
they	Mr. Collins	223160	223164	23	4
they	Charlotte Lucas	223160	223164	23	4
Elizabeth	Elizabeth	223318	223327	23	4
she	Mrs. Bennet	223383	223386	23	4
herself	Mrs. Bennet	223387	223394	23	4
them	Mr. Collins	223427	223431	23	4
them	Elizabeth	223427	223431	23	4
them	Charlotte Lucas	223427	223431	23	4
them	Sir William Lucas	223427	223431	23	4
she	Mrs. Bennet	223461	223464	23	4
her	Mrs. Bennet	223559	223562	23	4
she	Mrs. Bennet	223628	223631	23	4
Elizabeth	Elizabeth	223642	223651	23	4
her	Elizabeth	223669	223672	23	4
she	Elizabeth	223701	223704	23	4
Sir William	Sir William Lucas	223720	223731	23	4
Lady Lucas	Lady Lucas	223735	223745	23	4
she	Mrs. Bennet	223799	223802	23	4
daughter	Charlotte Lucas	223830	223838	23	4
Mr. Bennet	Mr. Bennet	223841	223851	23	4
he	Mr. Bennet	223916	223918	23	4
he	Mr. Bennet	223934	223936	23	4
him	Mr. Bennet	223997	224000	23	4
he	Mr. Bennet	224002	224004	23	4
Charlotte Lucas	Charlotte Lucas	224028	224043	23	4
whom	Charlotte Lucas	224045	224049	23	4
he	Mr. Bennet	224050	224052	23	4
wife	Mrs. Bennet	224118	224122	23	4
daughter	Elizabeth	224150	224158	23	4
Jane	Jane	224161	224165	23	4
herself	Jane	224176	224183	23	4
she	Jane	224221	224224	23	4
Elizabeth	Elizabeth	224313	224322	23	4
her	Jane	224332	224335	23	4
Kitty	Kitty	224366	224371	23	4
Lydia	Lydia	224376	224381	23	4
Miss Lucas	Charlotte Lucas	224404	224414	23	4
Mr. Collins	Mr. Collins	224420	224431	23	4
clergyman	Mr. Collins	224443	224452	23	4
them	Kitty	224470	224474	23	4
them	Lydia	224470	224474	23	4
Lady Lucas	Lady Lucas	224538	224548	23	7
Mrs. Bennet	Mrs. Bennet	224611	224622	23	7
daughter	Charlotte Lucas	224647	224655	23	7
she	Lady Lucas	224674	224677	23	7
she	Lady Lucas	224741	224744	23	7
Mrs. Bennet	Mrs. Bennet	224757	224768	23	7
Elizabeth	Elizabeth	224863	224872	23	7
Charlotte	Charlotte Lucas	224877	224886	23	7
them	Elizabeth	224920	224924	23	7
them	Charlotte Lucas	224920	224924	23	7
Elizabeth	Elizabeth	224961	224970	23	7
them	Charlotte Lucas	225037	225041	23	7
them	Elizabeth	225037	225041	23	7
Charlotte	Charlotte Lucas	225071	225080	23	7
her	Elizabeth	225086	225089	23	7
sister	Jane	225121	225127	23	7
she	Elizabeth	225161	225164	23	7
she	Elizabeth	225233	225236	23	7
Bingley	Mr. Bingley	225265	225272	23	7
Jane	Jane	225341	225345	23	7
Caroline	Miss Bingley	225355	225363	23	7
she	Jane	225426	225429	23	7
Mr. Collins	Mr. Collins	225502	225513	23	7
father	Mr. Bennet	225553	225559	23	7
family	Kitty	225644	225650	23	7
family	Mr. Bennet	225644	225650	23	7
family	Jane	225644	225650	23	7
family	Elizabeth	225644	225650	23	7
family	Mrs. Bennet	225644	225650	23	7
family	Lydia	225644	225650	23	7
family	Mary	225644	225650	23	7
he	Mr. Collins	225719	225721	23	7
them	Kitty	225742	225746	23	7
them	Mr. Bennet	225742	225746	23	7
them	Jane	225742	225746	23	7
them	Elizabeth	225742	225746	23	7
them	Mrs. Bennet	225742	225746	23	7
them	Lydia	225742	225746	23	7
them	Mary	225742	225746	23	7
neighbour	Charlotte Lucas	225848	225857	23	7
Miss Lucas	Charlotte Lucas	225859	225869	23	7
he	Mr. Collins	225952	225954	23	7
him	Mr. Collins	226013	226016	23	7
he	Mr. Collins	226045	226047	23	7
Lady Catherine	"Right Honourable Lady Catherine de
Bourgh"	226100	226114	23	7
he	Mr. Collins	226116	226118	23	7
she	"Right Honourable Lady Catherine de
Bourgh"	226166	226169	23	7
he	Mr. Collins	226221	226223	23	7
Charlotte	Charlotte Lucas	226283	226292	23	7
him	Mr. Collins	226325	226328	23	7
men	NON-CHARACTER	226345	226348	23	7
Mr. Collins	Mr. Collins	226351	226362	23	10
Mrs. Bennet	Mrs. Bennet	226429	226440	23	10
she	Mrs. Bennet	226459	226462	23	10
husband	Mr. Bennet	226509	226516	23	10
he	Mr. Collins	226543	226545	23	10
She	Mrs. Bennet	226657	226660	23	10
visitors	NON-CHARACTER	226674	226682	23	10
lovers	NON-CHARACTER	226737	226743	23	10
people	NON-CHARACTER	226756	226762	23	10
Mrs. Bennet	Mrs. Bennet	226818	226829	23	10
Mr. Bingley	Mr. Bingley	226881	226892	23	10
Jane	Jane	226923	226927	23	10
Elizabeth	Elizabeth	226932	226941	23	10
him	Mr. Bingley	227040	227043	23	10
"Mrs.
Bennet"	Mrs. Bennet	227181	227192	23	10
she	Mrs. Bennet	227204	227207	23	10
Elizabeth	Elizabeth	227273	227282	23	10
Bingley	Mr. Bingley	227307	227314	23	10
sisters	Mrs. Hurst	227345	227352	23	10
sisters	Miss Bingley	227345	227352	23	10
him	Mr. Bingley	227384	227387	23	10
she	Elizabeth	227407	227410	23	10
Jane	Jane	227450	227454	23	10
lover	Mr. Bingley	227512	227517	23	10
she	Elizabeth	227519	227522	23	10
sisters	Mrs. Hurst	227607	227614	23	10
sisters	Miss Bingley	227607	227614	23	10
friend	Mr. Darcy	227639	227645	23	10
"Miss
Darcy"	Miss Darcy	227678	227688	23	10
she	Elizabeth	227737	227740	23	10
Jane	Jane	227793	227797	23	10
Elizabeth	Elizabeth	227865	227874	23	10
she	Jane	227891	227894	23	10
she	Jane	227900	227903	23	10
herself	Jane	227944	227951	23	10
Elizabeth	Elizabeth	227956	227965	23	10
mother	Mrs. Bennet	228051	228057	23	10
she	Mrs. Bennet	228090	228093	23	10
Bingley	Mr. Bingley	228110	228117	23	10
Jane	Jane	228175	228179	23	10
he	Mr. Bingley	228199	228201	23	10
she	Jane	228220	228223	23	10
herself	Jane	228236	228243	23	10
Jane	Jane	228273	228277	23	10
He	Mr. Collins	228505	228507	23	14
Mr. Collins	Mr. Collins	228348	228359	23	14
others	Mr. Bennet	228576	228582	23	14
others	Mrs. Bennet	228576	228582	23	14
others	Jane	228576	228582	23	14
others	Elizabeth	228576	228582	23	14
others	Lydia	228576	228582	23	14
others	Mary	228576	228582	23	14
others	Kitty	228576	228582	23	14
them	Mr. Bennet	228621	228625	23	14
them	Mrs. Bennet	228621	228625	23	14
them	Jane	228621	228625	23	14
them	Elizabeth	228621	228625	23	14
them	Lydia	228621	228625	23	14
them	Mary	228621	228625	23	14
them	Kitty	228621	228625	23	14
him	Mr. Collins	228696	228699	23	14
he	Mr. Collins	228720	228722	23	14
family	Mr. Bennet	228814	228820	23	14
family	Mrs. Bennet	228814	228820	23	14
family	Jane	228814	228820	23	14
family	Elizabeth	228814	228820	23	14
family	Lydia	228814	228820	23	14
family	Mary	228814	228820	23	14
family	Kitty	228814	228820	23	14
Mrs. Bennet	Mrs. Bennet	228835	228846	23	14
her	Mrs. Bennet	228940	228943	23	14
she	Mrs. Bennet	228986	228989	23	14
she	Mrs. Bennet	228995	228998	23	14
Miss Lucas	Charlotte Lucas	229046	229056	23	14
her	Mrs. Bennet	229071	229074	23	14
successor	Charlotte Lucas	229083	229092	23	14
she	Mrs. Bennet	229108	229111	23	14
her	Charlotte Lucas	229121	229124	23	14
Charlotte	Charlotte Lucas	229159	229168	23	14
them	Mr. Bennet	229181	229185	23	14
them	Jane	229181	229185	23	14
them	Elizabeth	229181	229185	23	14
them	Lydia	229181	229185	23	14
them	Mary	229181	229185	23	14
them	Kitty	229181	229185	23	14
them	Mrs. Bennet	229181	229185	23	14
she	Mrs. Bennet	229187	229190	23	14
her	Charlotte Lucas	229201	229204	23	14
she	Charlotte Lucas	229261	229264	23	14
Mr. Collins	Mr. Collins	229289	229300	23	14
they	Charlotte Lucas	229321	229325	23	14
they	Mr. Collins	229321	229325	23	14
herself	Mrs. Bennet	229386	229393	23	14
daughters	Jane	229402	229411	23	14
daughters	Elizabeth	229402	229411	23	14
daughters	Lydia	229402	229411	23	14
daughters	Mary	229402	229411	23	14
daughters	Kitty	229402	229411	23	14
Mr. Bennet	Mr. Bennet	229441	229451	23	14
She	Mrs. Bennet	229463	229466	23	14
husband	Mr. Bennet	229506	229513	23	14
Mr. Bennet	Mr. Bennet	229525	229535	23	14
she	Mrs. Bennet	229543	229546	23	14
"Charlotte
Lucas"	Charlotte Lucas	229579	229594	23	14
mistress	Charlotte Lucas	229610	229618	23	14
I	Mrs. Bennet	229639	229640	23	14
her	Charlotte Lucas	229674	229677	23	14
her	Charlotte Lucas	229695	229698	23	14
dear	Mrs. Bennet	229727	229731	23	17
us	Mr. Bennet	229778	229780	23	17
us	Mrs. Bennet	229778	229780	23	17
us	Mr. Bennet	229809	229811	23	17
us	Mrs. Bennet	229809	229811	23	17
ourselves	Mr. Bennet	229820	229829	23	17
ourselves	Mrs. Bennet	229820	229829	23	17
I	Mr. Bennet	229835	229836	23	17
survivor	Mr. Bennet	229848	229856	23	17
Mrs. Bennet	Mrs. Bennet	229891	229902	23	17
she	Mrs. Bennet	229949	229952	23	17
I	Mrs. Bennet	229974	229975	23	17
they	Charlotte Lucas	230002	230006	23	17
they	Mr. Collins	230002	230006	23	17
I	Mrs. Bennet	230066	230067	23	17
you	Mr. Bennet	230107	230110	23	17
I	Mrs. Bennet	230120	230121	23	17
us	Mr. Bennet	230162	230164	23	17
us	Mrs. Bennet	230162	230164	23	17
you	Mrs. Bennet	230182	230185	23	17
I	Mrs. Bennet	230239	230240	23	17
Mr. Bennet	Mr. Bennet	230264	230274	23	17
one	NON-CHARACTER	230374	230377	23	17
daughters	NON-CHARACTER	230384	230393	23	17
I	Mrs. Bennet	230395	230396	23	17
Mr. Collins	Mr. Collins	230440	230451	23	17
he	Mr. Collins	230468	230470	23	17
I	Mr. Bennet	230506	230507	23	17
yourself	Mrs. Bennet	230520	230528	23	17
Mr. Bennet	Mr. Bennet	230549	230559	23	17
Miss Bingley	Miss Bingley	230562	230574	24	0
brother	Mr. Bingley	230741	230748	24	0
friends	Mrs. Bennet	230808	230815	24	0
friends	Mr. Bennet	230808	230815	24	0
friends	Lydia	230808	230815	24	0
friends	Mary	230808	230815	24	0
friends	Jane	230808	230815	24	0
friends	Elizabeth	230808	230815	24	0
friends	Kitty	230808	230815	24	0
he	Mr. Bingley	230840	230842	24	0
Jane	Jane	230901	230905	24	0
she	Jane	230946	230949	24	0
writer	Miss Bingley	231002	231008	24	0
her	Jane	231026	231029	24	0
Miss Darcy	Miss Darcy	231043	231053	24	0
Caroline	Miss Bingley	231135	231143	24	0
She	Miss Bingley	231294	231297	24	0
brother	Mr. Bingley	231336	231343	24	0
inmate	Mr. Bingley	231355	231361	24	0
Mr. Darcy	Mr. Darcy	231365	231374	24	0
latter	Mr. Darcy	231430	231436	24	0
Elizabeth	Elizabeth	231468	231477	24	0
whom	Elizabeth	231482	231486	24	0
Jane	Jane	231487	231491	24	0
sister	Jane	231616	231622	24	0
Caroline	Miss Bingley	231662	231670	24	0
brother	Mr. Bingley	231690	231697	24	0
Miss Darcy	Miss Darcy	231717	231727	24	0
she	Elizabeth	231728	231731	24	0
he	Mr. Bingley	231753	231755	24	0
Jane	Jane	231775	231779	24	0
she	Elizabeth	231781	231784	24	0
she	Elizabeth	231806	231809	24	0
she	Elizabeth	231837	231840	24	0
him	Mr. Bingley	231874	231877	24	0
she	Elizabeth	231879	231882	24	0
him	Mr. Bingley	232014	232017	24	0
slave	Mr. Bingley	232022	232027	24	0
friends	Mrs. Hurst	232045	232052	24	0
friends	Mr. Hurst	232045	232052	24	0
friends	Mr. Darcy	232045	232052	24	0
friends	Miss Bingley	232045	232052	24	0
him	Mr. Bingley	232062	232065	24	0
he	Mr. Bingley	232194	232196	24	0
he	Mr. Bingley	232257	232259	24	0
sister	Jane	232282	232288	24	0
she	Elizabeth	232314	232317	24	0
he	Mr. Bingley	232326	232328	24	0
himself	Mr. Bingley	232346	232353	24	0
She	Elizabeth	232451	232454	24	0
Bingley	Mr. Bingley	232500	232507	24	0
friends	Mrs. Hurst	232565	232572	24	0
friends	Mr. Hurst	232565	232572	24	0
friends	Mr. Darcy	232565	232572	24	0
friends	Miss Bingley	232565	232572	24	0
he	Mr. Bingley	232596	232598	24	0
Jane	Jane	232617	232621	24	0
him	Mr. Bingley	232725	232728	24	0
sister	Jane	232780	232786	24	0
others	Miss Bingley	231651	231657	24	0
others	Mr. Bingley	231651	231657	24	0
others	Mrs. Hurst	231651	231657	24	0
others	Mr. Hurst	231651	231657	24	0
others	Mr. Darcy	231651	231657	24	0
Jane	Jane	232873	232877	24	3
Elizabeth	Elizabeth	232918	232927	24	3
Mrs. Bennet	Mrs. Bennet	232945	232956	24	3
them	Jane	232967	232971	24	3
them	Elizabeth	232967	232971	24	3
master	Mr. Bingley	233045	233051	24	3
she	Jane	233053	233056	24	3
mother	Mrs. Bennet	233099	233105	24	3
herself	Mrs. Bennet	233128	233135	24	3
She	Mrs. Bennet	233137	233140	24	3
she	Mrs. Bennet	233170	233173	24	3
me	Jane	233180	233182	24	3
him	Mr. Bingley	233215	233218	24	3
I	Jane	233224	233225	24	3
He	Mr. Bingley	233264	233266	24	3
we	Elizabeth	233287	233289	24	3
we	Mrs. Bennet	233287	233289	24	3
we	Jane	233287	233289	24	3
we	Mr. Bennet	233287	233289	24	3
we	Lydia	233287	233289	24	3
we	Mary	233287	233289	24	3
we	Kitty	233287	233289	24	3
we	Elizabeth	233306	233308	24	3
we	Mrs. Bennet	233306	233308	24	3
we	Jane	233306	233308	24	3
we	Mr. Bennet	233306	233308	24	3
we	Lydia	233306	233308	24	3
we	Mary	233306	233308	24	3
we	Kitty	233306	233308	24	3
Elizabeth	Elizabeth	233324	233333	24	3
sister	Jane	233348	233354	24	3
You	Elizabeth	233404	233407	24	3
me	Jane	233414	233416	24	3
Jane	Jane	233425	233429	24	3
you	Elizabeth	233460	233463	24	3
He	Mr. Bingley	233480	233482	24	3
man	Mr. Bingley	233525	233528	24	3
acquaintance	NON-CHARACTER	233535	233547	24	3
I	Jane	233566	233567	24	3
him	Mr. Bingley	233629	233632	24	3
I	Jane	233650	233651	24	3
I	Jane	233698	233699	24	3
she	Jane	233763	233766	24	3
I	Jane	233780	233781	24	3
myself	Jane	233917	233923	24	3
Jane	Jane	233936	233940	24	3
Elizabeth	Elizabeth	233953	233962	24	3
you	Jane	233965	233968	24	3
I	Elizabeth	234040	234041	24	3
you	Jane	234069	234072	24	3
I	Elizabeth	234074	234075	24	3
I	Elizabeth	234087	234088	24	3
you	Jane	234104	234107	24	3
you	Jane	234126	234129	24	3
you	Jane	234133	234136	24	3
Miss Bennet	Jane	234148	234159	24	3
sister	Elizabeth	234237	234243	24	3
Elizabeth	Elizabeth	234275	234284	24	10
You	Jane	234305	234308	24	10
I	Elizabeth	234366	234367	24	10
I	Elizabeth	234390	234391	24	10
you	Jane	234411	234414	24	10
you	Jane	234428	234431	24	10
yourself	Jane	234436	234444	24	10
You	Jane	234565	234568	24	10
people	NON-CHARACTER	234593	234599	24	10
whom	NON-CHARACTER	234600	234604	24	10
I	Elizabeth	234605	234606	24	10
whom	NON-CHARACTER	234639	234643	24	10
I	Elizabeth	234644	234645	24	10
I	Elizabeth	234667	234668	24	10
I	Elizabeth	234699	234700	24	10
I	Elizabeth	234887	234888	24	10
I	Elizabeth	234929	234930	24	10
Charlotte	Charlotte Lucas	234962	234971	24	10
Lizzy	Elizabeth	235051	235056	24	10
You	Elizabeth	235132	235135	24	10
Mr. Collins	Mr. Collins	235214	235225	24	10
Charlotte	Charlotte Lucas	235248	235257	24	10
she	Charlotte Lucas	235301	235304	24	10
one	Charlotte Lucas	235308	235311	24	10
family	Charlotte Lucas	235323	235329	24	10
family	Lucas	235323	235329	24	10
family	Maria Lucas	235323	235329	24	10
family	Lady Lucas	235323	235329	24	10
family	Sir William Lucas	235323	235329	24	10
family	OTHER	235323	235329	24	10
she	Charlotte Lucas	235432	235435	24	10
cousin	Mr. Collins	235486	235492	24	10
you	Jane	235507	235510	24	10
I	Elizabeth	235512	235513	24	10
I	Elizabeth	235622	235623	24	10
Charlotte	Charlotte Lucas	235639	235648	24	10
him	Mr. Collins	235668	235671	24	10
I	Elizabeth	235673	235674	24	10
her	Charlotte Lucas	235702	235705	24	10
I	Elizabeth	235725	235726	24	10
Jane	Jane	235756	235760	24	10
Mr. Collins	Mr. Collins	235762	235773	24	10
man	Mr. Collins	235820	235823	24	10
you	Jane	235825	235828	24	10
he	Mr. Collins	235834	235836	24	10
I	Elizabeth	235852	235853	24	10
you	Jane	235862	235865	24	10
I	Elizabeth	235888	235889	24	10
woman	NON-CHARACTER	235903	235908	24	10
who	NON-CHARACTER	235909	235912	24	10
him	Mr. Collins	235921	235924	24	10
You	Jane	235963	235966	24	10
her	Charlotte Lucas	235984	235987	24	10
Charlotte Lucas	Charlotte Lucas	236002	236017	24	10
You	Jane	236019	236022	24	10
one	Charlotte Lucas	236050	236053	24	10
individual	Charlotte Lucas	236054	236064	24	10
yourself	Jane	236139	236147	24	10
me	Elizabeth	236151	236153	24	10
everybody	Mr. Collins	235409	235418	24	10
everybody	Charlotte Lucas	235409	235418	24	10
everybody	???	235409	235418	24	10
everybody	Jane	235409	235418	24	10
everybody	Elizabeth	235409	235418	24	10
I	Jane	236240	236241	24	13
both	Mr. Collins	236293	236297	24	13
both	Charlotte Lucas	236293	236297	24	13
Jane	Jane	236308	236312	24	13
I	Jane	236319	236320	24	13
you	Elizabeth	236326	236329	24	13
them	Mr. Collins	236364	236368	24	13
them	Charlotte Lucas	236364	236368	24	13
You	Elizabeth	236405	236408	24	13
You	Elizabeth	236436	236439	24	13
I	Jane	236465	236466	24	13
you	Elizabeth	236488	236491	24	13
I	Jane	236497	236498	24	13
you	Elizabeth	236507	236510	24	13
Lizzy	Elizabeth	236517	236522	24	13
me	Jane	236536	236538	24	13
person	Mr. Bingley	236556	236562	24	13
him	Mr. Bingley	236600	236603	24	13
We	Elizabeth	236613	236615	24	13
We	Jane	236613	236615	24	13
ourselves	Elizabeth	236646	236655	24	13
ourselves	Jane	236646	236655	24	13
We	Elizabeth	236679	236681	24	13
We	Jane	236679	236681	24	13
man	Mr. Bingley	236713	236716	24	13
us	NON-CHARACTER	236816	236818	24	13
Women	NON-CHARACTER	236820	236825	24	13
men	NON-CHARACTER	236875	236878	24	13
they	NON-CHARACTER	236894	236898	24	13
they	Mr. Bingley	236936	236940	24	13
they	Mrs. Hurst	236936	236940	24	13
they	Mr. Hurst	236936	236940	24	13
they	Mr. Darcy	236936	236940	24	13
they	Miss Bingley	236936	236940	24	13
I	Jane	236966	236967	24	13
persons	Elizabeth	237032	237039	24	13
I	Elizabeth	237052	237053	24	13
Mr. Bingley	Mr. Bingley	237090	237101	24	13
Elizabeth	Elizabeth	237129	237138	24	13
others	NON-CHARACTER	237186	237192	24	13
people	NON-CHARACTER	237291	237297	24	13
you	Elizabeth	237366	237369	24	13
I	Elizabeth	237428	237429	24	13
I	Elizabeth	237437	237438	24	13
you	Jane	237455	237458	24	13
I	Elizabeth	237474	237475	24	13
persons	Miss Bingley	237485	237492	24	13
persons	Mrs. Hurst	237485	237492	24	13
persons	Mr. Bingley	237485	237492	24	13
you	Jane	237493	237496	24	13
me	Elizabeth	237510	237512	24	13
you	Jane	237520	237523	24	13
